cécile chaminade,塞西尔·夏米娜德,sāi xī ěr · xià mǐ nà dé
alice miller,爱丽丝·米勒,ài lì sī · mǐ lè
juliette récamier,朱丽叶·雷卡米耶,zhū lì yè · léi kǎ mǐ yē
marcel pagnol,马瑟·巴纽,mǎ sè · bā niǔ
charlesmaurice de talleyrandpérigord,夏尔·莫里斯·德塔列朗佩里戈尔,xià ěr · mò lǐ sī · dé tǎ liè lǎng pèi lǐ gē ěr
hélène dutrieu,埃莱娜·迪特里厄,āi lái nà · dí tè lǐ è
clara morgane,克拉拉·摩根,kè lā lā · mó gēn
sandrine bailly,桑德里娜·巴伊,sāng dé lǐ nà · bā yī
catherine de navarre,卡特琳·德·纳瓦拉,kǎ tè lín · dé · nà wǎ lā
étienne cabet,埃蒂耶纳·卡贝,āi dì yē nà · kǎ bèi
annette kolb,安妮特·柯尔伯,ān nī tè · kē ěr bǎi
clément janequin,克莱门特·雅内坎,kè lái mén tè · yǎ nèi kǎn
mireille mathieu,米蕾耶·玛蒂厄,mǐ lěi yē · mǎ dì è
germaine de foix,日尔曼妮·德·富瓦,rì ěr màn nī · dé · fù wǎ
étienne gilson,艾蒂安·吉尔森,ài dì ān · jí ěr sēn
marion josserand,玛丽昂·若斯朗,mǎ lì áng · ruò sī lǎng
henri michaux,亨利·米肖,hēng lì · mǐ xiào
michel tournier,米歇尔·图尼埃,mǐ xiē ěr · tú ní āi
roger garaudy,罗杰·加洛蒂,luó jié · jiā luò dì
raymond aron,雷蒙·阿隆,léi méng · ā lóng
deanna durbin,狄安娜·窦萍,dí ān nà · dòu píng
julia dietze,茱莉亚·迭泽,zhū lì yà · dié zé
alfred kastler,阿尔弗雷德·卡斯特勒,ā ěr fú léi dé · kǎ sī tè lè
lucien lévybruhl,吕西安·列维布留尔,lǚ xī ān · liè wéi bù liú ěr
françois cavanna,弗朗索瓦·卡万纳,fú lǎng suǒ wǎ · kǎ wàn nà
fred vargas,弗雷德·瓦格斯,fú léi dé · wǎ gé sī
francis cabrel,弗朗西斯·凯布洛,fú lǎng xī sī · kǎi bù luò
pierrejean de béranger,皮埃尔让·德·贝朗瑞,pí āi ěr ràng · dé · bèi lǎng ruì
philippe sollers,菲利普·索莱尔斯,fēi lì pǔ · suǒ lái ěr sī
charles koechlin,夏尔·凯什兰,xià ěr · kǎi shén lán
lucas digne,卢卡斯·迪尼,lú kǎ sī · dí ní
jean dufay,让·迪费,ràng · dí fèi
paul reynaud,保罗·雷诺,bǎo luó · léi nuò
guillaume rufin,基雷姆·鲁芬,jī léi mǔ · lǔ fēn
linda maria baros,琳达·马利亚·巴洛斯,lín dá · mǎ lì yà · bā luò sī
henri lefebvre,亨利·列斐伏尔,hēng lì · liè fěi fú ěr
étienne pierre ventenat,艾蒂安·皮埃尔·旺特纳,ài dì ān · pí āi ěr · wàng tè nà
david fray,大卫·弗莱,dà wèi · fú lái
horace vernet,奥拉斯·韦尔内,ào lā sī · wéi ěr nèi
xavier tartakover,萨维利·塔塔科维,sà wéi lì · tǎ tǎ kē wéi
cédric pioline,塞德里克·皮奥林,sāi dé lǐ kè · pí ào lín
andré breton,安德烈·布勒东,ān dé liè · bù lè dōng
louise labé,路易丝·拉贝,lù yì sī · lā bèi
paul winter,保罗·温特,bǎo luó · wēn tè
étienne de silhouette,艾提恩·德·西鲁耶特,ài tí ēn · dé · xī lǔ yē tè
bruno faidutti,布鲁诺·法伊杜蒂,bù lǔ nuò · fǎ yī dù dì
carole merle,卡萝勒·梅尔,kǎ luó lè · méi ěr
eugène richez,欧仁·里谢,ōu rén · lǐ xiè
cécile corbel,赛西儿·柯贝尔,sài xī ér · kē bèi ěr
georges berthet,乔治·贝尔泰,qiáo zhì · bèi ěr tài
adélaïde de france,阿德莱德·德·法兰西,ā dé lái dé · dé · fǎ lán xī
frank lebœuf,弗兰克·勒伯夫,fú lán kè · lè bǎi fū
inés sastre,伊莉丝·莎特莉,yī lì sī · shā tè lì
sonia rykiel,桑丽卡·里基耶,sāng lì kǎ · lǐ jī yē
claire denis,克莱儿·德尼,kè lái ér · dé ní
katherine pancol,凯特琳·彭歌,kǎi tè lín · péng gē
anne fontaine,安妮·芳婷,ān nī · fāng tíng
évariste léviprovençal,埃瓦里斯特·莱维普罗旺萨尔,āi wǎ lǐ sī tè · lái wéi pǔ luó wàng sà ěr
thomas couture,托马·库蒂尔,tuō mǎ · kù dì ěr
aurélien chedjou,奥利连·捷祖,ào lì lián · jié zǔ
georges enesco,乔治·埃内斯库,qiáo zhì · āi nèi sī kù
benoît assouekotto,伯努瓦·阿苏埃科托,bǎi nǔ wǎ · ā sū āi kē tuō
romy schneider,罗密·施奈德,luó mì · shī nài dé
maurice halbwachs,莫里斯·哈布瓦赫,mò lǐ sī · hā bù wǎ hè
gustave de beaumont,古斯塔夫·德·博蒙,gǔ sī tǎ fū · dé · bó méng
daniel cohnbendit,丹尼尔·孔本迪,dān ní ěr · kǒng běn dí
alexandre grothendieck,亚历山大·格罗滕迪克,yà lì shān dà · gé luó téng dí kè
françois gérard,弗朗索瓦·热拉尔,fú lǎng suǒ wǎ · rè lā ěr
marguerite yourcenar,玛格丽特·尤瑟纳尔,mǎ gé lì tè · yóu sè nà ěr
hélène ségara,伊莲·西嘉贺,yī lián · xī jiā hè
henri cartan,亨利·嘉当,hēng lì · jiā dāng
joris ivens,尤里斯·伊文思,yóu lǐ sī · yī wén sī
ernst rüdiger starhemberg,恩斯特·吕迪格·施塔海姆贝格,ēn sī tè · lǚ dí gé · shī tǎ hǎi mǔ bèi gé
wendelin werner,文德林·维尔纳,wén dé lín · wéi ěr nà
paul sérusier,保罗·塞律西埃,bǎo luó · sāi lǜ xī āi
axel kahn,阿克塞尔·卡恩,ā kè sāi ěr · kǎ ēn
pierre de fermat,皮埃尔·德·费马,pí āi ěr · dé · fèi mǎ
jean debuf,让·德比夫,ràng · dé bǐ fū
pierre adam,皮埃尔·亚当,pí āi ěr · yà dāng
frank horvat,弗兰克·霍瓦特,fú lán kè · huò wǎ tè
serge blusson,塞尔日·布吕松,sāi ěr rì · bù lǚ sōng
balthus,巴尔蒂斯,bā ěr dì sī
jeanbedel bokassa,让贝德尔·博卡萨,ràng bèi dé ěr · bó kǎ sà
maurice de saxe,莫里斯·德·萨克斯,mò lǐ sī · dé · sà kè sī
sophie marceau,苏菲·玛索,sū fēi · mǎ suǒ
jean filliozat,让·菲约扎,ràng · fēi yuē zhā
alexa davalos,艾莉克莎·黛沃洛斯,ài lì kè shā · dài wò luò sī
sébastien japrisot,塞巴斯蒂安·雅普瑞索,sāi bā sī dì ān · yǎ pǔ ruì suǒ
nora arnezeder,诺拉·艾妮詹德,nuò lā · ài nī zhān dé
michel joseph maunoury,米歇尔·约瑟夫·莫努里,mǐ xiē ěr · yuē sè fū · mò nǔ lǐ
henri poincaré,亨利·庞加莱,hēng lì · páng jiā lái
jeanbaptiste dumas,让巴蒂斯特·杜马,ràng bā dì sī tè · dù mǎ
stéphane hessel,斯特凡·埃塞尔,sī tè fán · āi sāi ěr
josephlouis lagrange,约瑟夫·拉格朗日,yuē sè fū · lā gé lǎng rì
virginie arnold,维尔日妮·阿诺尔德,wéi ěr rì nī · ā nuò ěr dé
jacques prévert,贾克·普维,jiǎ kè · pǔ wéi
pierre emmanuel,皮埃尔·埃马纽埃尔,pí āi ěr · āi mǎ niǔ āi ěr
rené thom,勒内·托姆,lè nèi · tuō mǔ
jacques hadamard,雅克·阿达马,yǎ kè · ā dá mǎ
pauline parmentier,保琳·巴曼迪耶,bǎo lín · bā màn dí yē
édouard vuillard,爱德华·维亚尔,ài dé huá · wéi yà ěr
olga kurylenko,欧嘉·柯瑞兰寇,ōu jiā · kē ruì lán kòu
chantal akerman,香特尔·阿克曼,xiāng tè ěr · ā kè màn
rama yade,拉玛·亚德,lā mǎ · yà dé
mathilde kschessinska,玛蒂尔德·克谢辛斯卡,mǎ dì ěr dé · kè xiè xīn sī kǎ
mylène demongeot,米琳娜·德蒙若,mǐ lín nà · dé méng ruò
charlesaugustin coulomb,夏尔·库仑,xià ěr · kù lún
christopher tolkien,克里斯托夫·托尔金,kè lǐ sī tuō fū · tuō ěr jīn
françois mauriac,弗朗索瓦·莫里亚克,fú lǎng suǒ wǎ · mò lǐ yà kè
michel bréal,米歇尔·布雷亚尔,mǐ xiē ěr · bù léi yà ěr
sara forestier,莎拉·弗里斯提,shā lā · fú lǐ sī tí
erikm,埃里克姆,āi lǐ kè mǔ
élodie yung,艾洛蒂·袁,ài luò dì · yuán
edgar faure,埃德加·富尔,āi dé jiā · fù ěr
laura flessel,劳拉·弗莱塞尔科洛维奇,láo lā · fú lái sāi ěr kē luò wéi qí
valerie harper,瓦莱丽·哈珀,wǎ lái lì · hā pò
jean de lattre de tassigny,让·德·拉特尔·德·塔西尼,ràng · dé · lā tè ěr · dé · tǎ xī ní
émile fayolle,埃米尔·法约勒,āi mǐ ěr · fǎ yuē lè
pascale cossart,帕斯卡莱·科萨尔,pà sī kǎ lái · kē sà ěr
marion maréchal,玛丽昂·马雷夏尔,mǎ lì áng · mǎ léi xià ěr
françois achille bazaine,弗朗索瓦·阿希尔·巴赞,fú lǎng suǒ wǎ · ā xī ěr · bā zàn
tristane banon,特里斯塔娜·巴农,tè lǐ sī tǎ nà · bā nóng
jean borotra,让·博罗特拉,ràng · bó luó tè lā
emmanueljoseph sieyès,埃马努埃尔约瑟夫·西哀士,āi mǎ nǔ āi ěr yuē sè fū · xī āi shì
jeanpierre wintenberger,让皮埃尔·温唐贝热,ràng pí āi ěr · wēn táng bèi rè
georges valiron,乔治·瓦利隆,qiáo zhì · wǎ lì lóng
louis jacques thénard,路易·雅克·泰纳尔,lù yì · yǎ kè · tài nà ěr
antoinette murat,安东妮·缪拉,ān dōng nī · miù lā
agnès jaoui,艾格妮丝·夏薇依,ài gé nī sī · xià wēi yī
marielaure brunet,玛丽洛尔·布吕内,mǎ lì luò ěr · bù lǚ nèi
allan kardec,阿朗·卡尔代克,ā lǎng · kǎ ěr dài kè
virginie despentes,维吉妮·德庞特,wéi jí nī · dé páng tè
camille flammarion,卡米耶·弗拉马里翁,kǎ mǐ yē · fú lā mǎ lǐ wēng
jean de joinville,让·德·茹安维尔,ràng · dé · rú ān wéi ěr
ségolène royal,塞格琳·罗雅尔,sāi gé lín · luó yǎ ěr
jacquesbénigne bossuet,雅克贝尼涅·博须埃,yǎ kè bèi ní niè · bó xū āi
lautréamont,洛特雷阿蒙,luò tè léi ā méng
jules mazarin,儒勒·马萨林,rú lè · mǎ sà lín
jeanpierre faye,让皮埃尔·费伊,ràng pí āi ěr · fèi yī
marina anissina,玛莉娜·阿妮西娜,mǎ lì nà · ā nī xī nà
lucie décosse,露西·德科斯,lù xī · dé kē sī
burhan ghalioun,伯翰·加利昂,bǎi hàn · jiā lì áng
henri de toulouselautrec,亨利·德·土鲁斯罗特列克,hēng lì · dé · tǔ lǔ sī luó tè liè kè
pierre alphonse laurent,皮埃尔·阿方斯·洛朗,pí āi ěr · ā fāng sī · luò lǎng
eugène poubelle,欧仁·普贝勒,ōu rén · pǔ bèi lè
jean rouch,尚·胡许,shàng · hú xǔ
christian herter,克里斯蒂安·赫脱,kè lǐ sī dì ān · hè tuō
léon gambetta,莱昂·甘必大,lái áng · gān bì dà
paul ramadier,保罗·拉马迪埃,bǎo luó · lā mǎ dí āi
claude lelouch,克劳德·雷路许,kè láo dé · léi lù xǔ
charles pic,查尔斯·皮克,chá ěr sī · pí kè
pierre de coubertin,皮埃尔·德·顾拜旦,pí āi ěr · dé · gù bài dàn
zaz,扎兹,zhā zī
christa ludwig,克里丝塔·路德维希,kè lǐ sī tǎ · lù dé wéi xī
michaël llodra,米卡埃尔·洛德拉,mǐ kǎ āi ěr · luò dé lā
jacqueslouis david,雅克路易·大卫,yǎ kè lù yì · dà wèi
hubert beuveméry,于贝尔·伯夫梅里,yú bèi ěr · bǎi fū méi lǐ
françois joseph lefebvre,弗朗索瓦·约瑟夫·勒菲弗,fú lǎng suǒ wǎ · yuē sè fū · lè fēi fú
henryk kasperczak,亨里克·卡斯佩尔恰克,hēng lǐ kè · kǎ sī pèi ěr qià kè
irène némirovsky,依蕾娜·内米洛夫斯基,yī lěi nà · nèi mǐ luò fū sī jī
gaston doumergue,加斯东·杜梅格,jiā sī dōng · dù méi gé
jeanéric vergne,让埃里克·韦尔涅,ràng āi lǐ kè · wéi ěr niè
romain grosjean,罗曼·格罗斯让,luó màn · gé luó sī ràng
jean cocteau,让·谷克多,ràng · gǔ kè duō
jeanvictor poncelet,让维克托·彭赛列,ràng wéi kè tuō · péng sài liè
alizée,艾莉婕,ài lì jié
jacquesyves cousteau,雅克伊夫·库斯托,yǎ kè yī fū · kù sī tuō
henri deloge,亨利·德洛热,hēng lì · dé luò rè
jeanpierre léaud,让皮埃尔·里奥,ràng pí āi ěr · lǐ ào
paul claudel,保罗·克洛岱尔,bǎo luó · kè luò dài ěr
charles hermite,夏尔·埃尔米特,xià ěr · āi ěr mǐ tè
emmanuelle devos,艾曼纽·德芙,ài màn niǔ · dé fú
pierre vaultier,皮埃尔·沃尔捷,pí āi ěr · wò ěr jié
marguerite broquedis,玛格丽特·布罗克迪,mǎ gé lì tè · bù luó kè dí
rosa bonheur,罗莎·博纳尔,luó shā · bó nà ěr
jean marais,让·马莱,ràng · mǎ lái
marguerite perey,玛格丽特·佩里,mǎ gé lì tè · pèi lǐ
sophie blanchard,索菲·布朗夏尔,suǒ fēi · bù lǎng xià ěr
richard clayderman,理查·克莱德曼,lǐ chá · kè lái dé màn
marina vlady,玛丽娜·弗拉迪,mǎ lì nà · fú lā dí
andré gorz,安德烈·高兹,ān dé liè · gāo zī
roger milla,罗杰·米拉,luó jié · mǐ lā
roger guillemin,罗歇·吉耶曼,luó xiē · jí yē màn
david blondel,大卫·布隆德尔,dà wèi · bù lóng dé ěr
gustave caillebotte,古斯塔夫·卡耶博特,gǔ sī tǎ fū · kǎ yē bó tè
marcel mauss,马塞尔·莫斯,mǎ sāi ěr · mò sī
jacques carette,雅克·卡雷特,yǎ kè · kǎ léi tè
françois de chevert,弗朗西斯·德·舍韦尔,fú lǎng xī sī · dé · shè wéi ěr
pierre pflimlin,皮埃尔·弗林姆兰,pí āi ěr · fú lín mǔ lán
félix faure,费利克斯·福尔,fèi lì kè sī · fú ěr
jules grévy,儒勒·格雷维,rú lè · gé léi wéi
patrick kron,帕特里克·克朗,pà tè lǐ kè · kè lǎng
abraham duquesne,亚伯拉罕·迪凯纳,yà bǎi lā hǎn · dí kǎi nà
jeanpierre melville,让皮埃尔·梅尔维尔,ràng pí āi ěr · méi ěr wéi ěr
robert dorgebray,罗贝尔·多热布雷,luó bèi ěr · duō rè bù léi
cléo de mérode,克里欧·德·梅洛德,kè lǐ ōu · dé · méi luò dé
bertrand meyer,伯特兰·迈耶,bǎi tè lán · mài yē
joseph sifakis,约瑟夫·斯发基斯,yuē sè fū · sī fā jī sī
fabrice bellard,法布里斯·贝拉,fǎ bù lǐ sī · bèi lā
chris marker,克里斯·马克,kè lǐ sī · mǎ kè
jeanpaul gaultier,让保罗·高缇耶,ràng bǎo luó · gāo tí yē
brian joubert,布莱恩·茹贝尔,bù lái ēn · rú bèi ěr
ante gotovina,安特·戈托维纳,ān tè · gē tuō wéi nà
jeanmarie charpentier,让马里耶·沙尔庞捷,ràng mǎ lǐ yē · shā ěr páng jié
jacques ibert,雅克·伊贝尔,yǎ kè · yī bèi ěr
jacques charles,雅克·查理,yǎ kè · chá lǐ
émile loubet,埃米尔·卢贝,āi mǐ ěr · lú bèi
sylvie testud,希薇·泰丝特,xī wēi · tài sī tè
maurice de vlaminck,莫里斯·德·弗拉芒克,mò lǐ sī · dé · fú lā máng kè
hubert de givenchy,于贝尔·德·纪梵希,yú bèi ěr · dé · jì fàn xī
daniel robin,达尼埃尔·罗班,dá ní āi ěr · luó bān
julie halard,朱莉·阿拉尔德屈吉,zhū lì · ā lā ěr dé qū jí
édouard limonov,爱德华·利莫诺夫,ài dé huá · lì mò nuò fū
jacques rivette,贾克·希维特,jiǎ kè · xī wéi tè
hassan yebda,哈辛·耶巴达,hā xīn · yē bā dá
eugène green,尤金·格林,yóu jīn · gé lín
andré chénier,安德烈·舍尼埃,ān dé liè · shè ní āi
jean tigana,让·蒂加纳,ràng · dì jiā nà
gérard houllier,热拉尔·乌利耶,rè lā ěr · wū lì yē
demba ba,丹巴·巴亚,dān bā · bā yà
marie mancini,玛丽·曼奇尼,mǎ lì · màn qí ní
michel debré,米歇尔·德勃雷,mǐ xiē ěr · dé bó léi
dado pršo,达多·普尔绍,dá duō · pǔ ěr shào
jacques lacan,雅各·拉冈,yǎ gè · lā gāng
johan micoud,若昂·米库,ruò áng · mǐ kù
jean dubuffet,让·杜布菲,ràng · dù bù fēi
andré masséna,安德烈·马塞纳,ān dé liè · mǎ sāi nà
annecaroline chausson,安妮卡罗琳·肖松,ān nī kǎ luó lín · xiào sōng
lothaire,洛泰尔,luò tài ěr
armand fallières,阿尔芒·法利埃,ā ěr máng · fǎ lì āi
saad hariri,萨阿德·哈里里,sà ā dé · hā lǐ lǐ
olivier kapo,奥利维尔·卡普,ào lì wéi ěr · kǎ pǔ
marc chagall,马克·夏卡尔,mǎ kè · xià kǎ ěr
sébastien bourdais,塞巴斯蒂安·布尔代,sāi bā sī dì ān · bù ěr dài
benjamin stambouli,本杰明·史谭保利,běn jié míng · shǐ tán bǎo lì
zygmunt krasiński,齐格蒙特·克拉辛斯基,qí gé méng tè · kè lā xīn sī jī
léonin,列欧宁,liè ōu níng
hassan gouled aptidon,哈桑·古莱德·阿普蒂敦,hā sāng · gǔ lái dé · ā pǔ dì dūn
ambroise thomas,安布鲁瓦兹·托马,ān bù lǔ wǎ zī · tuō mǎ
le primatice,弗朗切斯科·普里马蒂乔,fú lǎng qiè sī kē · pǔ lǐ mǎ dì qiáo
hilaire belloc,希莱尔·贝洛克,xī lái ěr · bèi luò kè
milan kundera,米兰·昆德拉,mǐ lán · kūn dé lā
louis braille,路易·布莱叶,lù yì · bù lái yè
léon bonnat,里欧·博纳,lǐ ōu · bó nà
kees van dongen,基斯·梵·邓肯,jī sī · fàn · dèng kěn
éric cantona,埃里克·坎通纳,āi lǐ kè · kǎn tōng nà
kristina mladenovic,克里斯蒂娜·美拉德诺维奇,kè lǐ sī dì nà · měi lā dé nuò wéi qí
maxime weygand,马克西姆·魏刚,mǎ kè xī mǔ · wèi gāng
grégory lemarchal,格雷戈里·勒马夏尔,gé léi gē lǐ · lè mǎ xià ěr
alain bernard,阿兰·贝尔纳,ā lán · bèi ěr nà
seán macbride,肖恩·麦克布赖德,xiào ēn · mài kè bù lài dé
emir kusturica,艾米尔·库斯图里察,ài mǐ ěr · kù sī tú lǐ chá
sergueï boulgakov,谢尔盖·布尔加科夫,xiè ěr gài · bù ěr jiā kē fū
claude rouer,克洛德·鲁埃尔,kè luò dé · lǔ āi ěr
alexandre farnèse,亚历山大·法尔内塞,yà lì shān dà · fǎ ěr nèi sāi
mongo beti,蒙戈·贝蒂,méng gē · bèi dì
jackson richardson,雅克松·里夏尔松,yǎ kè sōng · lǐ xià ěr sōng
david ruelle,达维德·吕埃勒,dá wéi dé · lǚ āi lè
camille desmoulins,卡米耶·德穆兰,kǎ mǐ yē · dé mù lán
liliane bettencourt,利利安·贝滕科特,lì lì ān · bèi téng kē tè
guy debord,居伊·德波,jū yī · dé bō
julien gracq,朱利安·格拉克,zhū lì ān · gé lā kè
alain touraine,阿兰·图雷纳,ā lán · tú léi nà
jean victor marie moreau,让·维克托·马里·莫罗,ràng · wéi kè tuō · mǎ lǐ · mò luó
david belle,达维德·贝勒,dá wéi dé · bèi lè
emmanuel de grouchy,埃马纽埃尔·德·格鲁希,āi mǎ niǔ āi ěr · dé · gé lǔ xī
anna santamans,安娜·桑塔曼斯,ān nà · sāng tǎ màn sī
charles frédéric girard,查尔斯·弗雷德里克·吉拉德,chá ěr sī · fú léi dé lǐ kè · jí lā dé
paul barras,保罗·巴拉斯,bǎo luó · bā lā sī
pierrelouis lions,皮埃尔路易·利翁,pí āi ěr lù yì · lì wēng
joséphine de beauharnais,约瑟芬·德·博阿尔内,yuē sè fēn · dé · bó ā ěr nèi
benoît paire,伯诺瓦·帕尔雷,bǎi nuò wǎ · pà ěr léi
jeanbaptiste joseph delambre,让巴蒂斯特·约瑟夫·德朗布尔,ràng bā dì sī tè · yuē sè fū · dé lǎng bù ěr
andré comtesponville,安德烈·孔特斯蓬维尔,ān dé liè · kǒng tè sī péng wéi ěr
nicolaslouis vauquelin,路易尼古拉·沃克兰,lù yì ní gǔ lā · wò kè lán
alexis lemaire,亚历克西·斯勒梅尔,yà lì kè xī · sī lè méi ěr
rené guillot,勒内·吉约,lè nèi · jí yuē
didier pironi,迪迪埃·皮罗尼,dí dí āi · pí luó ní
maurice trintignant,莫里斯·特兰蒂尼昂,mò lǐ sī · tè lán dì ní áng
enki bilal,恩奇·毕拉,ēn qí · bì lā
jeanbaptiste jourdan,让巴蒂斯特·儒尔当,ràng bā dì sī tè · rú ěr dāng
georges clemenceau,乔治·克列孟梭,qiáo zhì · kè liè mèng suō
nathalie sarraute,娜塔莉·萨罗特,nà tǎ lì · sà luó tè
françois fillon,弗朗索瓦·菲永,fú lǎng suǒ wǎ · fēi yǒng
benoît mandelbrot,本华·曼德博,běn huá · màn dé bó
simone veil,西蒙娜·韦伊,xī méng nà · wéi yī
vikash dhorasoo,韦卡殊·多拉素,wéi kǎ shū · duō lā sù
pierre bérégovoy,皮埃尔·贝雷戈瓦,pí āi ěr · bèi léi gē wǎ
samir amin,萨米尔·阿明,sà mǐ ěr · ā míng
cédric villani,塞德里克·维拉尼,sāi dé lǐ kè · wéi lā ní
christopher samba,基斯杜化·森巴,jī sī dù huà · sēn bā
stéphane courtois,斯特凡·库尔图瓦,sī tè fán · kù ěr tú wǎ
alfred dreyfus,阿尔弗雷德·德雷福斯,ā ěr fú léi dé · dé léi fú sī
jules janssen,皮埃尔·让森,pí āi ěr · ràng sēn
étienne macdonald,艾蒂安·麦克唐纳,ài dì ān · mài kè táng nà
gabriel obertan,加布里埃尔·奥贝坦,jiā bù lǐ āi ěr · ào bèi tǎn
gaston leroux,加斯东·勒鲁,jiā sī dōng · lè lǔ
sofiane feghouli,索菲亚内·费古利,suǒ fēi yà nèi · fèi gǔ lì
yves bonnefoy,伊夫·博纳富瓦,yī fū · bó nà fù wǎ
djimi traoré,吉米·特劳雷,jí mǐ · tè láo léi
gaston planté,加斯东·普朗忒,jiā sī dōng · pǔ lǎng tè
georges auric,乔治·奥里克,qiáo zhì · ào lǐ kè
pierre louÿs,皮耶·路易斯,pí yē · lù yì sī
vincent ferré,文森·费雷,wén sēn · fèi léi
henri moissan,亨利·莫瓦桑,hēng lì · mò wǎ sāng
michel houellebecq,米歇尔·韦勒贝克,mǐ xiē ěr · wéi lè bèi kè
pierre cardin,皮尔·卡登,pí ěr · kǎ dēng
claude berri,克劳德·贝黎,kè láo dé · bèi lí
lúcio costa,卢西奥·科斯塔,lú xī ào · kē sī tǎ
georges cuvier,乔治·居维叶,qiáo zhì · jū wéi yè
jean todt,让·托德,ràng · tuō dé
nicolascharles bochsa,尼古拉查尔斯·博克萨,ní gǔ lā chá ěr sī · bó kè sà
josémaria de heredia,若瑟马里亚·德·埃雷迪亚,ruò sè mǎ lǐ yà · dé · āi léi dí yà
charles péguy,夏尔·贝玑,xià ěr · bèi jī
jules romains,朱尔·罗曼,zhū ěr · luó màn
félicité de la mennais,于格·费利西泰·罗贝尔·德拉梅内,yú gé · fèi lì xī tài · luó bèi ěr · dé lā méi nèi
tahar ben jelloun,塔哈尔·本·杰隆,tǎ hā ěr · běn · jié lóng
françoise barrésinoussi,弗朗索瓦丝·巴尔西诺西,fú lǎng suǒ wǎ sī · bā ěr xī nuò xī
olivier panis,奥利维耶·潘尼斯,ào lì wéi yē · pān ní sī
luc montagnier,吕克·蒙塔尼耶,lǚ kè · méng tǎ ní yē
jeanmichel jarre,让米歇尔·雅尔,ràng mǐ xiē ěr · yǎ ěr
victor grignard,维克多·格林尼亚,wéi kè duō · gé lín ní yà
charlesfrançois daubigny,夏尔弗朗索瓦·多比尼,xià ěr fú lǎng suǒ wǎ · duō bǐ ní
jacques miller,雅克·米勒,yǎ kè · mǐ lè
paul sabatier,保罗·萨巴捷,bǎo luó · sà bā jié
gabriel fauré,加布里埃尔·佛瑞,jiā bù lǐ āi ěr · fó ruì
christophe lambert,克里斯多弗·蓝伯特,kè lǐ sī duō fú · lán bǎi tè
simon helberg,西蒙·黑尔贝格,xī méng · hēi ěr bèi gé
maurice jarre,莫里斯·雅尔,mò lǐ sī · yǎ ěr
berthe morisot,贝尔特·莫里索,bèi ěr tè · mò lǐ suǒ
marie d'agoult,玛丽·达古尔特,mǎ lì · dá gǔ ěr tè
karine ruby,卡里娜·吕比,kǎ lǐ nà · lǚ bǐ
dominique aury,安娜·德克洛,ān nà · dé kè luò
carlo ponti,卡洛·蓬蒂,kǎ luò · péng dì
charles itandje,查理斯·伊坦积,chá lǐ sī · yī tǎn jī
hélène grimaud,埃莱娜·格里莫,āi lái nà · gé lǐ mò
mariejean hérault de séchelles,马里让·埃罗·德·塞谢勒,mǎ lǐ ràng · āi luó · dé · sāi xiè lè
violette szabo,维欧蕾特·萨博,wéi ōu lěi tè · sà bó
mathurin jacques brisson,马蒂兰·雅克·布里松,mǎ dì lán · yǎ kè · bù lǐ sōng
charles nodier,夏尔·诺迪埃,xià ěr · nuò dí āi
éric boullier,埃里克·布里耶,āi lǐ kè · bù lǐ yē
fréhel,弗蕾埃尔,fú lěi āi ěr
philippe soupault,菲利普·苏波,fēi lì pǔ · sū bō
robert badinter,罗贝尔·巴丹戴尔,luó bèi ěr · bā dān dài ěr
hubert maga,于贝尔·马加,yú bèi ěr · mǎ jiā
léon mba,莱昂·姆巴,lái áng · mǔ bā
rémi gaillard,雷米·盖拉德,léi mǐ · gài lā dé
vincent candela,樊尚·坎德拉,fán shàng · kǎn dé lā
flora tristan,弗洛拉·特里斯坦,fú luò lā · tè lǐ sī tǎn
györgy cziffra,齐夫拉·乔治,qí fū lā · qiáo zhì
george weah,乔治·维阿,qiáo zhì · wéi ā
maurice chevalier,莫里斯·舍瓦利耶,mò lǐ sī · shè wǎ lì yē
franck montagny,弗兰克·蒙塔尼,fú lán kè · méng tǎ ní
césar de vendôme,塞萨尔·德·旺多姆,sāi sà ěr · dé · wàng duō mǔ
mathias énard,马蒂亚斯·艾那尔德,mǎ dì yà sī · ài nà ěr dé
sabrina viguier,萨布丽娜·维吉耶,sà bù lì nà · wéi jí yē
pierre weiss,皮埃尔·外斯,pí āi ěr · wài sī
louis dumont,路易·杜蒙,lù yì · dù méng
stéphane lannoy,斯蒂芬·兰诺伊,sī dì fēn · lán nuò yī
sandrine brétigny,桑德里娜·布雷蒂尼,sāng dé lǐ nà · bù léi dì ní
louis vierne,路易·维埃纳,lù yì · wéi āi nà
rodolphe kreutzer,鲁道夫·克鲁采,lǔ dào fū · kè lǔ cǎi
gaël kakuta,盖尔·卡古达,gài ěr · kǎ gǔ dá
arnaud clément,阿诺·克莱芒,ā nuò · kè lái máng
armand penverne,阿曼德·彭文,ā màn dé · péng wén
françois clouet,弗朗索瓦·克卢埃,fú lǎng suǒ wǎ · kè lú āi
abedi pelé,阿贝迪·贝利,ā bèi dí · bèi lì
bertrand tavernier,贝特朗·塔韦尼耶,bèi tè lǎng · tǎ wéi ní yē
sacha guitry,萨沙·吉特里,sà shā · jí tè lǐ
jean alesi,让·阿莱西,ràng · ā lái xī
marion bartoli,玛丽昂·巴托利,mǎ lì áng · bā tuō lì
