wilhelm heye,威廉·海耶,wēi lián · hǎi yē
hans von funck,汉斯·冯·丰克,hàn sī · féng · fēng kè
jo leinen,乔·莱恩,qiáo · lái ēn
irene epplewaigel,伊雷妮·埃普勒,yī léi nī · āi pǔ lè
jan behrendt,扬·贝伦特,yáng · bèi lún tè
udo hempel,乌多·亨佩尔,wū duō · hēng pèi ěr
manuel cardona,曼努埃尔·卡多纳,màn nǔ āi ěr · kǎ duō nà
christian albrecht,克里斯蒂安·阿尔布雷希特,kè lǐ sī dì ān · ā ěr bù léi xī tè
tina dietze,蒂娜·迪策,dì nà · dí cè
ingo steuer,英戈·施托伊尔,yīng gē · shī tuō yī ěr
dieter hecking,迪特·黑金,dí tè · hēi jīn
jakob grimminger,雅各布·格里明格,yǎ gè bù · gé lǐ míng gé
annekatrin thiele,安妮卡特琳·蒂勒,ān nī kǎ tè lín · dì lè
andreas ihle,安德烈亚斯·伊勒,ān dé liè yà sī · yī lè
norman bröckl,诺曼·布勒克尔,nuò màn · bù lè kè ěr
alfred müllerarmack,阿尔弗雷德·缪勒阿尔玛克,ā ěr fú léi dé · miù lè ā ěr mǎ kè
inge bödding,英格·伯丁,yīng gé · bǎi dīng
max günthör,马克斯·贡特尔,mǎ kè sī · gòng tè ěr
gaby bußmann,加比·布斯曼,jiā bǐ · bù sī màn
karl bähre,卡尔·贝雷,kǎ ěr · bèi léi
klaus köste,克劳斯·克斯特,kè láo sī · kè sī tè
bruno bräuer,布鲁诺·布鲁尔,bù lǔ nuò · bù lǔ ěr
lauritz schoof,劳里茨·朔夫,láo lǐ cí · shuò fū
manuela lutze,曼努埃拉·卢策,màn nǔ āi lā · lú cè
richard schmidt,里夏德·施密特,lǐ xià dé · shī mì tè
peter thomsen,彼得·汤姆森,bǐ dé · tāng mǔ sēn
wilhelm olbers focke,维尔汉姆·奥尔伯斯·福克,wéi ěr hàn mǔ · ào ěr bǎi sī · fú kè
martin häner,马丁·黑纳,mǎ dīng · hēi nà
daniela reimer,丹妮拉·赖默尔,dān nī lā · lài mò ěr
otto von münchhausen,奥托·冯·孟乔森,ào tuō · féng · mèng qiáo sēn
kostja ullmann,柯思亚·乌曼,kē sī yà · wū màn
otto koehler,奥托·科勒,ào tuō · kē lè
ralf bißdorf,拉尔夫·比斯多夫,lā ěr fū · bǐ sī duō fū
björn bach,比约恩·巴赫,bǐ yuē ēn · bā hè
roswitha esser,罗斯维塔·埃塞尔,luó sī wéi tǎ · āi sāi ěr
pepi bader,佩皮·巴德尔,pèi pí · bā dé ěr
hans hüttig,汉斯·许蒂希,hàn sī · xǔ dì xī
johannes blank,约翰·布兰克,yuē hàn · bù lán kè
paul carell,保罗·卡雷尔,bǎo luó · kǎ léi ěr
harry tisch,哈里·蒂施,hā lǐ · dì shī
josef straßberger,约瑟夫·施特拉斯贝格尔,yuē sè fū · shī tè lā sī bèi gé ěr
heinrich khunrath,海因里希·昆哈特,hǎi yīn lǐ xī · kūn hā tè
konstantin schmidt von knobelsdorf,康斯坦丁·施密特·冯·克诺贝尔斯多夫,kāng sī tǎn dīng · shī mì tè · féng · kè nuò bèi ěr sī duō fū
verena bentele,韦雷娜·本特勒,wéi léi nà · běn tè lè
ulrike holzner,乌尔丽克·霍尔茨纳,wū ěr lì kè · huò ěr cí nà
ernst ising,恩斯特·伊辛,ēn sī tè · yī xīn
charles p steinmetz,查尔斯·普罗透斯·斯泰因梅茨,chá ěr sī · pǔ luó tòu sī · sī tài yīn méi cí
benno fürmann,本诺·菲尔曼,běn nuò · fēi ěr màn
arthur wieferich,亚瑟·韦伊费列治,yà sè · wéi yī fèi liè zhì
eduard fortunat,爱德华·福图纳特,ài dé huá · fú tú nà tè
stefan steinweg,斯特凡·施泰因韦格,sī tè fán · shī tài yīn wéi gé
theodor weißenberger,西奥多·魏森伯格,xī ào duō · wèi sēn bǎi gé
axel hager,阿克塞尔·哈格尔,ā kè sāi ěr · hā gé ěr
jens boden,延斯·博登,yán sī · bó dēng
evi sachenbacherstehle,埃维·扎亨巴赫施特勒,āi wéi · zhā hēng bā hè shī tè lè
helmut rahn,赫尔穆特·拉恩,hè ěr mù tè · lā ēn
günter behnisch,甘特·拜尼施,gān tè · bài ní shī
andreas dresen,安卓·爵森,ān zhuó · jué sēn
paul lorenzen,保罗·洛伦岑,bǎo luó · luò lún cén
karl hessenberg,卡尔·黑森贝格,kǎ ěr · hēi sēn bèi gé
jürgen nöldner,于尔根·内尔德纳,yú ěr gēn · nèi ěr dé nà
walther stennes,沃尔特·史特纳斯,wò ěr tè · shǐ tè nà sī
marco kutscher,马尔科·库切尔,mǎ ěr kē · kù qiè ěr
julia da silvabruhns,茱莉亚·达·席尔瓦布鲁恩斯,zhū lì yà · dá · xí ěr wǎ bù lǔ ēn sī
felix schütz,费利克斯·许茨,fèi lì kè sī · xǔ cí
nadine keßler,娜丁·凯斯勒,nà dīng · kǎi sī lè
ditte kotzian,迪特·科齐安,dí tè · kē qí ān
walter hohmann,瓦尔特·霍曼,wǎ ěr tè · huò màn
adolf wild von hohenborn,阿道夫·维尔德·冯·霍亨伯恩,ā dào fū · wéi ěr dé · féng · huò hēng bǎi ēn
hyazinth graf strachwitz,海亚辛勒·冯·史特拉什维奇,hǎi yà xīn lè · féng · shǐ tè lā shén wéi qí
wilhelm mohnke,威廉·蒙克,wēi lián · méng kè
kurt zeitzler,库尔特·蔡茨勒,kù ěr tè · cài cí lè
wilhelm dunker,威廉·邓克尔,wēi lián · dèng kè ěr
kaspar,卡斯帕,kǎ sī pà
patrick beckert,帕特里克·贝克特,pà tè lǐ kè · bèi kè tè
dieter hallervorden,迪特·哈勒沃登,dí tè · hā lè wò dēng
andreas beck,安德烈亚斯·贝克,ān dé liè yà sī · bèi kè
axel honneth,阿克塞尔·霍耐特,ā kè sāi ěr · huò nài tè
denis gremelmayr,丹尼斯·格雷梅迈尔,dān ní sī · gé léi méi mài ěr
martin kaymer,马丁·凯默尔,mǎ dīng · kǎi mò ěr
emil maurice,埃米尔·莫里斯,āi mǐ ěr · mò lǐ sī
ferdinand alexander porsche,费迪南·亚历山大·保时捷,fèi dí nán · yà lì shān dà · bǎo shí jié
felix loch,费利克斯·洛赫,fèi lì kè sī · luò hè
ruprecht,鲁普雷希特,lǔ pǔ léi xī tè
daniel brands,丹尼尔·布兰德斯,dān ní ěr · bù lán dé sī
manfred burgsmüller,曼弗雷德·博格斯穆勒,màn fú léi dé · bó gé sī mù lè
uwe proske,乌韦·普罗斯克,wū wéi · pǔ luó sī kè
daniel strigel,丹尼尔·施特里格尔,dān ní ěr · shī tè lǐ gé ěr
manfred schnelldorfer,曼弗雷德·施内尔多费尔,màn fú léi dé · shī nèi ěr duō fèi ěr
lutz heck,卢茨·赫克,lú cí · hè kè
sandra auffarth,桑德拉·奥法特,sāng dé lā · ào fǎ tè
ken adam,肯·亚当,kěn · yà dāng
rené hoppe,勒内·霍佩,lè nèi · huò pèi
hendrik feldwehr,亨德里克·费尔德威尔,hēng dé lǐ kè · fèi ěr dé wēi ěr
philipp plein,菲利浦·普莱因,fēi lì pǔ · pǔ lái yīn
erwin keller,埃尔温·凯勒,āi ěr wēn · kǎi lè
fanny rinne,范妮·林内,fàn nī · lín nèi
nadine ernstingkrienke,娜丁·恩斯廷克林克,nà dīng · ēn sī tíng kè lín kè
friedrich,腓特烈,féi tè liè
leopold ludwig,利奥波德·路德维希,lì ào bō dé · lù dé wéi xī
martina hellmann,马丁娜·黑尔曼,mǎ dīng nà · hēi ěr màn
astrid kumbernuss,阿斯特丽德·昆贝尔努斯,ā sī tè lì dé · kūn bèi ěr nǔ sī
simon august,西蒙·奥古斯特,xī méng · ào gǔ sī tè
andreas dittmer,安德烈亚斯·迪特默,ān dé liè yà sī · dí tè mò
anja mittag,安雅·米塔格,ān yǎ · mǐ tǎ gé
christofer heimeroth,克里斯托夫·海梅罗特,kè lǐ sī tuō fū · hǎi méi luó tè
harald huffmann,哈拉尔德·胡夫曼,hā lā ěr dé · hú fū màn
carl menke,卡尔·门克,kǎ ěr · mén kè
ludwig beisiegel,路德维希·拜西格尔,lù dé wéi xī · bài xī gé ěr
edward lasker,爱德华·拉斯克,ài dé huá · lā sī kè
dennis gansel,丹尼斯·甘塞尔,dān ní sī · gān sāi ěr
hans baumgartner,汉斯·鲍姆加特纳,hàn sī · bào mǔ jiā tè nà
luise danz,路易斯·丹茨,lù yì sī · dān cí
adel tawil,阿戴·塔维尔,ā dài · tǎ wéi ěr
patrick baum,帕特里克·鲍姆,pà tè lǐ kè · bào mǔ
stephanie beckert,施特凡妮·贝克特,shī tè fán nī · bèi kè tè
otto schily,奥托·席利,ào tuō · xí lì
thomas sanderling,托马斯·桑德林,tuō mǎ sī · sāng dé lín
dieter baumann,迪特尔·鲍曼,dí tè ěr · bào màn
max riemelt,马可斯·尼麦特,mǎ kě sī · ní mài tè
karl delhaye,卡尔·德尔哈耶,kǎ ěr · dé ěr hā yē
rolf singer,罗尔夫·辛格,luó ěr fū · xīn gé
bogdan musiol,波格丹·穆肖乌,bō gé dān · mù xiào wū
bianca schmidt,比安卡·施密特,bǐ ān kǎ · shī mì tè
jörg ahmann,约尔格·阿曼,yuē ěr gé · ā màn
marcus ehning,马库斯·埃宁,mǎ kù sī · āi níng
tatjana pinto,塔季扬娜·平托,tǎ jì yáng nà · píng tuō
roger kluge,罗格·克卢格,luó gé · kè lú gé
rolf hochhuth,罗尔夫·霍赫胡特,luó ěr fū · huò hè hú tè
christoph eschenbach,克里斯托弗·埃申巴赫,kè lǐ sī tuō fú · āi shēn bā hè
christian thielemann,克里斯蒂安·蒂勒曼,kè lǐ sī dì ān · dì lè màn
elisabeth noelleneumann,伊丽莎白·诺艾尔诺依曼,yī lì shā bái · nuò ài ěr nuò yī màn
ernst zündel,恩斯特·曾德尔,ēn sī tè · céng dé ěr
christa schroeder,克里斯塔·施罗德,kè lǐ sī tǎ · shī luó dé
petra felke,彼得拉·费尔克,bǐ dé lā · fèi ěr kè
fritz schäffer,弗里茨·舍费尔,fú lǐ cí · shè fèi ěr
johann karl,约翰·卡尔,yuē hàn · kǎ ěr
yıldıray baştürk,耶尔德拉伊·巴什蒂尔克,yē ěr dé lā yī · bā shén dì ěr kè
armin laschet,阿明·拉舍特,ā míng · lā shè tè
georg niedermeier,格奥格·尼德迈尔,gé ào gé · ní dé mài ěr
tunay torun,端尼·杜伦,duān ní · dù lún
fritz straßmann,弗里茨·施特拉斯曼,fú lǐ cí · shī tè lā sī màn
nadja uhl,纳迪娅·乌尔,nà dí yà · wū ěr
philipp melanchthon,腓力·墨兰顿,féi lì · mò lán dùn
dietrich bonhoeffer,迪特里希·潘霍华,dí tè lǐ xī · pān huò huá
kristina schröder,克里斯蒂娜·施罗德,kè lǐ sī dì nà · shī luó dé
mehmet ekici,穆罕默德·埃基吉,mù hǎn mò dé · āi jī jí
gertrud scholtzklink,格特鲁德·朔尔茨克林克,gé tè lǔ dé · shuò ěr cí kè lín kè
sabine lisicki,萨比娜·利斯基,sà bǐ nà · lì sī jī
günther anders,君特·安德斯,jūn tè · ān dé sī
heinrich eberbach,海因里希·埃伯巴赫,hǎi yīn lǐ xī · āi bǎi bā hè
martin schwarzschild,马丁·史瓦西,mǎ dīng · shǐ wǎ xī
werner kempf,维尔纳·肯普夫,wéi ěr nà · kěn pǔ fū
rudolf bultmann,鲁道夫·布尔特曼,lǔ dào fū · bù ěr tè màn
boris becker,鲍里斯·贝克尔,bào lǐ sī · bèi kè ěr
gudrun pausewang,古德伦·鲍瑟王,gǔ dé lún · bào sè wáng
katja kipping,卡特娅·基平,kǎ tè yà · jī píng
hansgeorg gadamer,汉斯格奥尔格·伽达默尔,hàn sī gé ào ěr gé · jiā dá mò ěr
marcus élieser bloch,马库斯·埃利泽·布洛赫,mǎ kù sī · āi lì zé · bù luò hè
ralf dujmovits,拉夫·杜莫维茨,lā fū · dù mò wéi cí
ludwig,路德维希,lù dé wéi xī
hermann egon,赫尔曼·埃贡,hè ěr màn · āi gòng
gerhard himmel,格哈德·希默尔,gé hā dé · xī mò ěr
heinrich von brentano,海因里希·冯·布伦塔诺,hǎi yīn lǐ xī · féng · bù lún tǎ nuò
lilli palmer,莉莉·巴露玛,lì lì · bā lù mǎ
werner kohlmeyer,维尔纳·科尔迈尔,wéi ěr nà · kē ěr mài ěr
dagmar lurz,达格玛·卢尔茨,dá gé mǎ · lú ěr cí
jost schömannfinck,约斯特·舍曼芬克,yuē sī tè · shè màn fēn kè
alexandra wenk,亚历山德拉·文克,yà lì shān dé lā · wén kè
otto geßler,奥托·格斯勒,ào tuō · gé sī lè
eberhard von mackensen,埃伯哈德·冯·马肯森,āi bǎi hā dé · féng · mǎ kěn sēn
richard stribeck,理察·斯特里贝克,lǐ chá · sī tè lǐ bèi kè
marc kühne,马克·屈内,mǎ kè · qū nèi
jan frodeno,扬·弗勒德诺,yáng · fú lè dé nuò
roland koch,罗兰·科赫,luó lán · kē hè
alice sara ott,爱丽丝·纱良·奥特,ài lì sī · shā liáng · ào tè
wolfgang wegener,沃夫冈·韦格纳,wò fū gāng · wéi gé nà
rolf milser,罗尔夫·米尔泽,luó ěr fū · mǐ ěr zé
wilhelm keitel,威廉·凯特尔,wēi lián · kǎi tè ěr
jürgen habermas,于尔根·哈贝马斯,yú ěr gēn · hā bèi mǎ sī
hans zimmer,汉斯·季默,hàn sī · jì mò
wilhelm gliese,威廉·格利泽,wēi lián · gé lì zé
konrad von feuchtwangen,康拉德·冯·费希特旺根,kāng lā dé · féng · fèi xī tè wàng gēn
franz reindl,弗朗茨·赖因德尔,fú lǎng cí · lài yīn dé ěr
heinrich von lüttwitz,海因里希·冯·吕特维茨,hǎi yīn lǐ xī · féng · lǚ tè wéi cí
klausdieter petersen,克劳斯迪特尔·彼得森,kè láo sī dí tè ěr · bǐ dé sēn
karl storch,卡尔·施托希,kǎ ěr · shī tuō xī
kim petras,金·彼特拉斯,jīn · bǐ tè lā sī
eberhard diepgen,埃伯哈德·迪普根,āi bǎi hā dé · dí pǔ gēn
fritz bayerlein,弗里茨·拜尔莱因,fú lǐ cí · bài ěr lái yīn
ludger beerbaum,卢德格尔·贝尔鲍姆,lú dé gé ěr · bèi ěr bào mǔ
franz kaiser,弗朗兹·凯撒,fú lǎng zī · kǎi sā
shere hite,雪儿·海特,xuě ér · hǎi tè
hans brandner,汉斯·布兰德纳,hàn sī · bù lán dé nà
herbert buhtz,赫伯特·布茨,hè bǎi tè · bù cí
georg lindemann,格奥尔格·林德曼,gé ào ěr gé · lín dé màn
judith hermann,尤荻特·赫尔曼,yóu dí tè · hè ěr màn
heinrich lehmannwillenbrock,海因里希·莱曼维伦布罗克,hǎi yīn lǐ xī · lái màn wéi lún bù luó kè
rolf gölz,罗尔夫·格尔茨,luó ěr fū · gé ěr cí
andreas kuffner,安德烈亚斯·库夫纳,ān dé liè yà sī · kù fū nà
frei otto,弗莱·奥托,fú lái · ào tuō
eric johannesen,埃里克·约翰内森,āi lǐ kè · yuē hàn nèi sēn
christian mayer,克里斯蒂安·迈尔,kè lǐ sī dì ān · mài ěr
eduard heis,爱德华·海斯,ài dé huá · hǎi sī
annegret kroniger,安妮格雷特·克罗尼格,ān nī gé léi tè · kè luó ní gé
charles bukowski,查理·布考斯基,chá lǐ · bù kǎo sī jī
stefan hantel,斯特凡·汉泰,sī tè fán · hàn tài
wolfgang clement,沃尔夫冈·克莱门特,wò ěr fū gāng · kè lái mén tè
helene mayer,海伦妮·迈尔,hǎi lún nī · mài ěr
tomasz wylenzek,托马什·维伦热克,tuō mǎ shén · wéi lún rè kè
peter kretschmer,彼得·克雷奇默,bǐ dé · kè léi qí mò
friedrich schulz,弗里德里希·舒尔茨,fú lǐ dé lǐ xī · shū ěr cí
kristof wilke,克里斯托夫·维尔克,kè lǐ sī tuō fū · wéi ěr kè
hugo von seeliger,胡戈·冯·泽利格,hú gē · féng · zé lì gé
hans esser,汉斯·埃塞尔,hàn sī · āi sāi ěr
bruno apitz,布鲁诺·阿皮茨,bù lǔ nuò · ā pí cí
siegfried lenz,西格弗里德·伦茨,xī gé fú lǐ dé · lún cí
dietrich von nieheim,狄德里希·冯·尼海姆,dí dé lǐ xī · féng · ní hǎi mǔ
ludwig bemelmans,路德威·白蒙,lù dé wēi · bái méng
egbert hirschfelder,埃格伯特·希施费尔德,āi gé bǎi tè · xī shī fèi ěr dé
dieter rams,迪特·拉姆斯,dí tè · lā mǔ sī
louis schmeisser,路易斯·施迈瑟,lù yì sī · shī mài sè
richard courant,理查德·柯朗,lǐ chá dé · kē lǎng
tony martin,托尼·马丁,tuō ní · mǎ dīng
winfried kretschmann,温弗里德·克瑞特许曼,wēn fú lǐ dé · kè ruì tè xǔ màn
carl philipp emanuel bach,卡尔·菲利普·埃马努埃尔·巴赫,kǎ ěr · fēi lì pǔ · āi mǎ nǔ āi ěr · bā hè
johann bayer,约翰·拜耳,yuē hàn · bài ěr
thomas gerull,托马斯·格鲁尔,tuō mǎ sī · gé lǔ ěr
sebastian schwarz,塞巴斯蒂安·施瓦茨,sāi bā sī dì ān · shī wǎ cí
olaf scholz,奥拉夫·朔尔茨,ào lā fū · shuò ěr cí
hermann oberth,赫尔曼·奥伯特,hè ěr màn · ào bǎi tè
romy schneider,罗密·施奈德,luó mì · shī nài dé
leonie tepe,莱奥妮·特佩,lái ào nī · tè pèi
heinz hopf,海因茨·霍普夫,hǎi yīn cí · huò pǔ fū
magdalena neuner,玛格达莱娜·诺伊纳,mǎ gé dá lái nà · nuò yī nà
michael uhrmann,米夏埃尔·乌尔曼,mǐ xià āi ěr · wū ěr màn
karl von bülow,卡尔·冯·比洛,kǎ ěr · féng · bǐ luò
wilhelm ackermann,威廉·阿克曼,wēi lián · ā kè màn
max hoffmann,马克斯·霍夫曼,mǎ kè sī · huò fū màn
peter ramsauer,彼得·拉姆绍尔,bǐ dé · lā mǔ shào ěr
friedrich christiansen,弗里德里希·克里斯蒂安森,fú lǐ dé lǐ xī · kè lǐ sī dì ān sēn
daniel domscheitberg,丹尼尔·多姆沙伊特伯格,dān ní ěr · duō mǔ shā yī tè bǎi gé
karl dönitz,卡尔·邓尼茨,kǎ ěr · dèng ní cí
kurt helbig,库尔特·黑尔比希,kù ěr tè · hēi ěr bǐ xī
frank höfle,弗兰克·赫夫勒,fú lán kè · hè fū lè
herbert kemmer,赫伯特·克默尔,hè bǎi tè · kè mò ěr
wolfgang brinkmann,沃尔夫冈·布林克曼,wò ěr fū gāng · bù lín kè màn
friedrich karl,腓特烈·卡尔,féi tè liè · kǎ ěr
irm hermann,伊尔姆·赫尔曼,yī ěr mǔ · hè ěr màn
kurt eisner,库尔特·艾斯纳,kù ěr tè · ài sī nà
walter momper,瓦尔特·蒙佩尔,wǎ ěr tè · méng pèi ěr
ronald weigel,罗纳德·魏格尔,luó nà dé · wèi gé ěr
klaus teuber,克劳斯·托伊伯,kè láo sī · tuō yī bǎi
hermann prey,赫曼·普莱,hè màn · pǔ lái
sebastian münster,塞巴斯蒂安·明斯特尔,sāi bā sī dì ān · míng sī tè ěr
augustin bea,奥斯定·贝亚,ào sī dìng · bèi yà
arno breker,阿尔诺·布雷克尔,ā ěr nuò · bù léi kè ěr
walter gropius,瓦尔特·格罗佩斯,wǎ ěr tè · gé luó pèi sī
wassily kandinsky,瓦西里·康定斯基,wǎ xī lǐ · kāng dìng sī jī
wolfgang ketterle,沃尔夫冈·克特勒,wò ěr fū gāng · kè tè lè
walther bothe,瓦尔特·博特,wǎ ěr tè · bó tè
peter hussing,彼得·胡辛,bǐ dé · hú xīn
hermann boehm,赫尔曼·柏姆,hè ěr màn · bǎi mǔ
kirsten dunst,克斯汀·邓斯特,kè sī tīng · dèng sī tè
heinrich mann,亨利希·曼,hēng lì xī · màn
rainer maria rilke,莱纳·玛利亚·里尔克,lái nà · mǎ lì yà · lǐ ěr kè
johann pachelbel,约翰·帕赫贝尔,yuē hàn · pà hè bèi ěr
lilly reich,莉莉·赖希,lì lì · lài xī
ingrid klimke,英格丽德·克利姆克,yīng gé lì dé · kè lì mǔ kè
perkeo,海德堡的帕奇欧,hǎi dé bǎo de pà qí ōu
matthias schweighöfer,马提亚斯·施维赫夫,mǎ tí yà sī · shī wéi hè fū
paul weinstein,保罗·魏因施泰因,bǎo luó · wèi yīn shī tài yīn
paul falk,保罗·法尔克,bǎo luó · fǎ ěr kè
franz defregger,法兰兹·德佛雷格,fǎ lán zī · dé fó léi gé
elyas mbarek,艾利亚斯·穆巴瑞克,ài lì yà sī · mù bā ruì kè
kurt binder,库尔特·宾德尔,kù ěr tè · bīn dé ěr
karl peglau,卡尔·佩格劳,kǎ ěr · pèi gé láo
bernhard von sachsenweimar,伯纳德·冯·萨克森魏玛,bǎi nà dé · féng · sà kè sēn wèi mǎ
adolf strauß,阿道夫·史特劳斯,ā dào fū · shǐ tè láo sī
luigi colani,路易吉·克拉尼,lù yì jí · kè lā ní
hilde gerg,希尔德·格尔格,xī ěr dé · gé ěr gé
hermann esser,赫尔曼·埃瑟,hè ěr màn · āi sè
zygmunt chychła,齐格蒙特·黑赫瓦,qí gé méng tè · hēi hè wǎ
karin büttnerjanz,卡琳·比特纳扬茨,kǎ lín · bǐ tè nà yáng cí
ria baran,里娅·巴兰,lǐ yà · bā lán
christoph rothmann,克里斯托夫·罗特曼,kè lǐ sī tuō fū · luó tè màn
franz schädle,弗朗茨·舍德勒,fú lǎng cí · shè dé lè
nyanaponika,向智,xiàng zhì
max scheler,马克斯·舍勒,mǎ kè sī · shè lè
helmuth plessner,赫尔穆特·普莱斯纳,hè ěr mù tè · pǔ lái sī nà
sonny kittel,松尼·基特尔,sōng ní · jī tè ěr
peter fox,皮特·福克斯,pí tè · fú kè sī
angelika bahmann,安格莉卡·巴曼,ān gé lì kǎ · bā màn
sebastian jung,塞巴斯蒂安·容,sāi bā sī dì ān · róng
theodor meyer,西奥多·梅耶,xī ào duō · méi yē
elisabeth micheler,伊丽莎白·米歇勒琼斯,yī lì shā bái · mǐ xiē lè qióng sī
miroslav klose,米罗斯拉夫·克洛泽,mǐ luó sī lā fū · kè luò zé
susi erdmann,苏西·埃德曼,sū xī · āi dé màn
hans grodotzki,汉斯·格罗多茨基,hàn sī · gé luó duō cí jī
gloria siebert,格洛丽亚·西伯特,gé luò lì yà · xī bǎi tè
oskar barnack,奥斯卡·巴纳克,ào sī kǎ · bā nà kè
ralf moeller,罗夫·姆勒,luó fū · mǔ lè
walther nehring,瓦尔特·内林,wǎ ěr tè · nèi lín
michael ende,米夏埃尔·恩德,mǐ xià āi ěr · ēn dé
nicolai hartmann,尼古拉·哈特曼,ní gǔ lā · hā tè màn
hans vaihinger,汉斯·费英格,hàn sī · fèi yīng gé
alexander gottlieb baumgarten,亚历山大·戈特利布·鲍姆加登,yà lì shān dà · gē tè lì bù · bào mǔ jiā dēng
herwig wolfram,赫维希·沃尔弗拉姆,hè wéi xī · wò ěr fú lā mǔ
alfred weber,阿尔弗雷德·韦伯,ā ěr fú léi dé · wéi bǎi
karl jaspers,卡尔·雅斯贝尔斯,kǎ ěr · yǎ sī bèi ěr sī
robin knoche,罗宾·克诺赫,luó bīn · kè nuò hè
claudia kohdekilsch,克劳迪娅·科德基尔施,kè láo dí yà · kē dé jī ěr shī
michael kohlmann,米夏埃尔·科尔曼,mǐ xià āi ěr · kē ěr màn
paul josef cordes,保禄·若瑟·科尔德斯,bǎo lù · ruò sè · kē ěr dé sī
kurt hahn,库尔特·哈恩,kù ěr tè · hā ēn
ludwig crüwell,路德维希·克吕韦尔,lù dé wéi xī · kè lǚ wéi ěr
hans zender,汉斯·岑德,hàn sī · cén dé
otto wöhler,奥托·韦勒,ào tuō · wéi lè
sascha klein,萨沙·克莱因,sà shā · kè lái yīn
horst mahler,霍斯特·马勒,huò sī tè · mǎ lè
stefan heym,斯蒂芬·海姆,sī dì fēn · hǎi mǔ
sebastian nerz,塞巴斯蒂安·内尔兹,sāi bā sī dì ān · nèi ěr zī
ewald von lochow,埃瓦尔德·冯·洛克豪,āi wǎ ěr dé · féng · luò kè háo
wilhelm brückner,威廉·布鲁克纳,wēi lián · bù lǔ kè nà
jürgen klopp,尤尔根·克洛普,yóu ěr gēn · kè luò pǔ
stephan engels,斯特凡·恩格斯,sī tè fán · ēn gé sī
ulrike meinhof,乌尔丽克·迈因霍夫,wū ěr lì kè · mài yīn huò fū
fredi bobic,弗雷迪·博比奇,fú léi dí · bó bǐ qí
frank schätzing,法兰克·薛庆,fǎ lán kè · xuē qìng
markus babbel,马库斯·巴贝尔,mǎ kù sī · bā bèi ěr
dietrich von choltitz,迪特里希·冯·肖尔蒂茨,dí tè lǐ xī · féng · xiào ěr dì cí
klaus tennstedt,克劳斯·滕施泰特,kè láo sī · téng shī tài tè
carl rudolf,卡尔·鲁道夫,kǎ ěr · lǔ dào fū
josef pieper,尤瑟夫·皮柏,yóu sè fū · pí bǎi
judith arndt,尤迪特·阿恩特,yóu dí tè · ā ēn tè
otto kittel,奥托·基特尔,ào tuō · jī tè ěr
sabine braun,扎比内·布劳恩,zhā bǐ nèi · bù láo ēn
stefan nimke,斯特凡·尼姆克,sī tè fán · ní mǔ kè
bertha pappenheim,贝尔莎·帕平海姆,bèi ěr shā · pà píng hǎi mǔ
manfred eigen,曼弗雷德·艾根,màn fú léi dé · ài gēn
kurt alder,库尔特·阿尔德,kù ěr tè · ā ěr dé
therese neumann,德雷丝·纽曼,dé léi sī · niǔ màn
franz fischer,弗朗兹·费歇尔,fú lǎng zī · fèi xiē ěr
mesut özil,梅苏特·厄齐尔,méi sū tè · è qí ěr
karl böhm,卡尔·贝姆,kǎ ěr · bèi mǔ
erich kästner,埃里希·凯斯特纳,āi lǐ xī · kǎi sī tè nà
franz nissl,弗朗茨·尼氏,fú lǎng cí · ní shì
susanne lothar,苏珊娜·罗莎,sū shān nà · luó shā
ludwig riess,路德维希·里斯,lù dé wéi xī · lǐ sī
petra kelly,佩特拉·凯利,pèi tè lā · kǎi lì
kurt student,库尔特·斯图登特,kù ěr tè · sī tú dēng tè
karl kautsky,卡尔·考茨基,kǎ ěr · kǎo cí jī
roland günther,罗兰·金特,luó lán · jīn tè
dietmar lorenz,迪特马尔·洛伦茨,dí tè mǎ ěr · luò lún cí
ernst klee,恩斯特·克利,ēn sī tè · kè lì
rani khedira,兰尼·基迪拉,lán ní · jī dí lā
marco pezzaiuoli,马尔科·佩扎伊沃利,mǎ ěr kē · pèi zhā yī wò lì
wolfgang sawallisch,沃尔夫冈·萨瓦利希,wò ěr fū gāng · sà wǎ lì xī
friedrich hund,弗里德里希·洪德,fú lǐ dé lǐ xī · hóng dé
otl aicher,奥托·艾舍,ào tuō · ài shè
paul götz,保罗·格茨,bǎo luó · gé cí
hans blumenberg,汉斯·布鲁门伯格,hàn sī · bù lǔ mén bǎi gé
gerd albrecht,格尔德·阿尔布雷希特,gé ěr dé · ā ěr bù léi xī tè
karl günther,卡尔·金特,kǎ ěr · jīn tè
robert hoyzer,罗伯特·霍伊泽,luó bǎi tè · huò yī zé
ingo steinhöfel,英戈·施泰因赫费尔,yīng gē · shī tài yīn hè fèi ěr
hans delbrück,汉斯·戴布流克,hàn sī · dài bù liú kè
heinrich august winkler,海因里希·奥古斯特·温克勒,hǎi yīn lǐ xī · ào gǔ sī tè · wēn kè lè
ingo voge,英戈·福格,yīng gē · fú gé
karl loewenstein,卡尔·罗文斯坦,kǎ ěr · luó wén sī tǎn
eberhard gienger,埃伯哈德·京格,āi bǎi hā dé · jīng gé
jun märkl,准·梅尔克,zhǔn · méi ěr kè
emil mazuw,埃米尔·马祖夫,āi mǐ ěr · mǎ zǔ fū
hermann balck,赫尔曼·巴尔克,hè ěr màn · bā ěr kè
